53: 22848,7480,3216,65035,64,48,51,65365,65495
54: 22896,7436,3156,65027,72,92,49,65363,65495
55: 22976,7520,3188,65055,61,101,52,65362,65494
56: 22916,7468,3220,65025,50,90,54,65368,65494
57: 22884,7512,3124,65051,65,108,46,65366,65492
58: 22936,7444,3240,65032,59,54,53,65365,65493
59: 22944,7456,3196,65030,74,93,49,65371,65489
60: 22776,7504,3128,65042,63,68,48,65366,65492
61: 22856,7472,3292,65030,51,104,51,65373,65489
62: 22852,7484,3200,65019,59,91,48,65364,65494
63: 22896,7508,3344,65005,71,92,50,65364,65492
64: 22832,7484,2988,65028,47,99,50,65364,65484
65: 22928,7568,3212,65042,61,97,48,65368,65490
66: 23032,7496,3132,65046,51,57,55,65367,65491
67: 22748,7380,3172,65001,55,52,49,65367,65491
68: 22892,7448,3340,65040,63,87,44,65370,65492
69: 22820,7392,3136,65010,55,37,48,65366,65488
70: 22944,7468,3188,65018,42,81,55,65365,65493
71: 22824,7528,3156,65017,45,92,47,65369,65491
72: 22892,7452,3188,65022,10,83,49,65363,65487
73: 22788,7452,3220,65030,56,91,51,65361,65495
74: 22736,7468,3128,64979,49,31,48,65366,65494
75: 22920,7564,3236,65026,43,114,49,65363,65491
76: 22924,7560,3168,64999,55,77,53,65369,65495
77: 22884,7460,3096,65051,60,77,46,65366,65488
78: 23000,7448,3136,65066,60,51,50,65368,65492
79: 22872,7424,3096,65051,56,60,48,65366,65494
80: 22896,7412,3220,65020,37,113,49,65367,65493
81: 22852,7548,3264,64991,53,70,48,65364,65490
82: 22972,7508,3284,65058,82,102,50,65368,65492
83: 22872,7468,3192,65038,94,113,48,65368,65492
84: 22992,7472,3212,65036,81,95,50,65366,65494
85: 22956,7340,3164,65024,62,98,48,65364,65494
86: 22864,7444,3232,65033,49,41,51,65363,65489
87: 22988,7464,3212,65016,62,55,51,65367,65497
88: 22972,7448,3180,65034,35,78,51,65369,65487
89: 22880,7484,3232,65064,66,135,50,65368,65494
90: 22904,7580,3308,65040,73,102,49,65365,65491
91: 22892,7476,3160,65063,64,106,48,65366,65492
92: 22912,7488,3248,65001,77,34,51,65371,65491
93: 22932,7492,3124,65038,91,85,49,65365,65493
94: 22932,7488,3132,65044,82,24,46,65362,65488
95: 22952,7536,3180,65057,62,123,50,65364,65492
96: 22840,7464,3216,65025,53,62,48,65370,65492
97: 22852,7512,3088,65029,49,119,53,65369,65491
98: 22824,7492,3292,65054,80,70,47,65365,65493
99: 22892,7508,3080,65039,73,84,51,65373,65487
100: 22856,7536,3136,65038,62,59,47,65363,65491
101: 22896,7492,3204,65039,68,85,49,65365,65493
102: 22928,7548,3196,65028,73,86,46,65370,65494
103: 23016,7376,3232,65047,89,98,48,65370,65494
104: 22876,7420,3248,65023,53,55,48,65364,65490
105: 22920,7456,3220,65040,65,79,49,65365,65487
106: 22828,7540,3196,65033,68,88,49,65369,65495
107: 22904,7496,3176,65028,83,105,51,65371,65493
108: 22896,7616,3348,65048,69,91,49,65367,65489
109: 22956,7432,3212,65072,54,115,51,65369,65487
110: 22888,7460,3236,65037,46,96,50,65364,65494
111: 22968,7444,3088,65027,67,70,50,65364,65490
112: 22960,7556,3360,65050,65,97,54,65370,65494
113: 22864,7552,3224,65055,63,107,55,65365,65491
114: 22836,7376,3296,65038,67,83,50,65368,65494
115: 22856,7444,3140,65036,71,75,51,65365,65493
116: 22924,7520,3220,65042,53,85,48,65362,65486
117: 22844,7520,3232,65060,62,98,52,65368,65494
118: 22876,7492,3124,65057,71,97,51,65369,65493
119: 22836,7496,3088,65056,81,85,53,65367,65491
120: 22880,7424,3148,65037,84,95,51,65367,65495
121: 22932,7468,3192,65034,83,71,45,65369,65497
122: 22912,7440,3060,65039,64,90,51,65367,65487
123: 22932,7528,3304,65009,55,90,50,65368,65488
124: 22924,7448,3268,65047,82,70,52,65366,65494
125: 22852,7524,3116,65039,75,89,51,65369,65495
126: 22964,7500,3208,65043,79,86,49,65371,65491
127: 22852,7408,3172,65022,82,92,54,65368,65490
128: 22848,7564,3168,65027,69,101,48,65364,65488
129: 22816,7516,3260,65036,70,73,50,65368,65494
130: 22848,7460,3312,65037,68,78,48,65368,65492
131: 22912,7572,3212,65029,76,103,48,65370,65496
132: 22896,7500,3216,65044,104,75,47,65371,65493
133: 22824,7576,3308,65052,65,75,50,65364,65492
134: 22828,7476,3088,65052,63,96,49,65363,65487
135: 22872,7524,3292,65044,65,84,47,65367,65493
136: 22992,7472,3312,65035,67,86,47,65369,65493
137: 22880,7524,3204,65044,82,97,44,65364,65494
138: 22996,7440,3204,65011,85,68,50,65372,65490
139: 22952,7448,3216,65046,69,88,49,65369,65495
140: 22832,7532,3324,65044,71,96,47,65369,65491
141: 22932,7488,3188,65038,59,76,49,65365,65489
142: 22988,7496,3124,65036,59,76,50,65368,65494
143: 22872,7560,3124,65045,72,90,50,65368,65486
144: 22880,7480,3200,65047,71,92,49,65365,65491
145: 22820,7468,3220,65029,58,80,46,65368,65492
146: 22828,7528,3196,65017,78,91,48,65364,65490
147: 22884,7508,3076,65042,74,80,50,65364,65490
148: 22976,7472,3252,65030,64,99,53,65371,65493
149: 22936,7484,3132,65039,78,93,53,65367,65497
150: 22852,7532,3144,65041,66,104,47,65369,65491
151: 22976,7556,3140,65027,67,88,48,65366,65492
152: 22884,7508,3140,65010,70,109,53,65365,65489
153: 22880,7508,3256,65038,72,88,50,65368,65496
154: 22840,7580,3260,65017,63,97,51,65369,65491
155: 22896,7428,3080,65042,55,88,51,65367,65491
156: 22836,7456,3180,65029,77,94,49,65367,65491
157: 22852,7560,3156,65051,57,101,47,65365,65493
158: 22840,7504,3224,65048,62,92,51,65369,65493
159: 22860,7468,3172,65025,74,85,50,65364,65492
160: 22912,7500,3172,65045,69,107,51,65369,65491
161: 22868,7540,3052,65037,64,105,50,65366,65490
162: 22916,7492,3276,65029,81,78,48,65372,65488
163: 22844,7448,3244,65033,78,84,50,65366,65496
164: 22944,7556,3132,65031,78,88,52,65366,65492
165: 22812,7540,3388,65023,60,113,53,65369,65495
166: 22892,7440,3064,65041,86,65,48,65368,65496
167: 22948,7436,3124,65040,89,99,50,65366,65490
168: 22908,7456,3220,65046,70,76,47,65363,65489
169: 22892,7396,3172,65037,52,82,51,65365,65497
170: 22952,7576,3240,65028,82,91,49,65365,65489
171: 22968,7524,3252,65037,49,91,48,65368,65490
172: 22784,7560,3112,65048,64,80,50,65368,65498
173: 22936,7516,3080,65023,59,85,49,65367,65495
174: 22988,7456,3276,65039,52,76,46,65372,65492
175: 22804,7448,3280,65041,69,84,47,65365,65493
176: 22844,7408,3156,65063,53,87,54,65364,65494
177: 22792,7536,3100,65047,54,80,47,65367,65495
178: 22988,7484,3068,65048,54,87,51,65363,65495
179: 22948,7480,3036,65019,69,103,51,65365,65489
180: 22848,7552,3156,65037,62,78,47,65363,65491
181: 22944,7480,3052,65034,61,84,48,65368,65494
182: 22984,7456,3136,65048,47,95,48,65368,65492
183: 22860,7404,3184,65043,71,100,52,65366,65492
184: 22816,7472,3308,65049,74,100,47,65361,65491
185: 22800,7472,3024,65012,43,91,49,65371,65493
186: 22992,7488,3196,65040,68,110,53,65367,65493
187: 22992,7496,3024,65039,84,81,48,65364,65492
188: 22880,7432,3152,65051,61,90,53,65367,65497
189: 22912,7540,3204,65032,71,79,50,65368,65496
190: 22904,7512,3288,65062,44,76,52,65366,65488
191: 22908,7388,3228,65054,60,93,48,65366,65492
192: 22864,7524,3088,65038,82,85,47,65367,65489
193: 22908,7456,3252,65016,64,86,43,65363,65493
194: 22892,7432,3136,65029,43,78,45,65365,65491
195: 22964,7488,3088,65030,76,84,53,65367,65487
196: 22956,7428,3048,65031,72,82,48,65366,65488
197: 22884,7448,3160,65041,92,77,39,65371,65495
198: 22872,7404,3180,65037,66,92,52,65368,65488
199: 22884,7452,3204,65034,71,92,53,65365,65491
200: 22992,7452,3176,65046,98,83,49,65369,65491
201: 22864,7472,3204,65049,76,104,51,65367,65489
202: 22960,7524,3152,65018,58,77,50,65364,65494
203: 22944,7428,3196,65051,82,75,48,65368,65490
204: 22816,7444,3264,65062,78,103,48,65364,65488
205: 22864,7472,3148,65053,66,119,46,65366,65496
206: 22952,7476,3148,65040,87,94,52,65360,65488
207: 22884,7632,3164,65040,88,76,47,65365,65493
208: 22940,7548,3276,65034,46,65,49,65371,65493
209: 22952,7544,3180,65027,53,103,47,65371,65491
210: 22952,7484,3160,65031,71,72,49,65369,65493
211: 22936,7424,3224,65045,62,104,51,65365,65495
212: 22844,7536,3340,65038,96,113,48,65368,65490
213: 22892,7436,3220,65046,59,94,54,65368,65494
214: 22848,7524,3092,65044,69,85,48,65372,65490
215: 22796,7456,3280,65037,68,105,54,65364,65492
216: 22884,7488,3224,65056,75,103,49,65367,65493
217: 22888,7448,3132,65047,72,91,53,65363,65491
218: 22900,7496,3080,65038,66,64,51,65365,65491
219: 22984,7540,3132,65028,70,94,48,65366,65492
220: 22916,7532,3252,65037,69,68,50,65370,65494
221: 22940,7528,3156,65028,71,106,42,65364,65500
222: 22804,7484,3244,65049,41,87,50,65372,65494
223: 22828,7436,3080,65037,83,89,51,65367,65491
224: 22932,7440,3180,65039,69,84,46,65374,65494
225: 22824,7564,3164,65046,75,86,50,65364,65496
226: 22944,7496,3040,65037,73,102,51,65371,65495
227: 22932,7444,3080,65044,65,95,53,65365,65491
228: 22800,7484,3260,65034,74,95,48,65370,65488
229: 22888,7436,3112,65020,78,78,47,65365,65491
230: 22904,7492,3280,65043,68,95,51,65369,65491
231: 22920,7488,3128,65038,73,104,49,65369,65493
232: 22852,7528,3076,65047,86,85,49,65363,65493
233: 22828,7360,3104,65048,60,89,44,65366,65496
234: 22920,7500,3132,65052,72,78,43,65369,65491
235: 22876,7424,3112,65025,59,78,51,65367,65493
236: 22748,7460,3256,65025,86,110,53,65369,65491
237: 22880,7476,3200,65033,59,89,51,65369,65493
238: 22992,7480,3160,65054,68,103,50,65372,65492
239: 22916,7552,3312,65054,79,100,47,65367,65489
240: 22836,7580,3060,65058,40,111,50,65372,65490
241: 22788,7436,3172,65037,50,86,51,65365,65489
242: 22992,7484,3072,65045,83,98,46,65362,65492
243: 22900,7492,3140,65035,71,98,49,65365,65489
244: 22892,7516,3188,65027,68,72,48,65366,65490
245: 22832,7456,3068,65051,92,83,49,65365,65489
246: 22856,7460,3216,65033,62,100,52,65366,65490
247: 22872,7524,3176,65036,79,86,48,65368,65492
248: 22904,7524,3180,65036,63,84,48,65368,65494
249: 22920,7448,2992,65033,65,86,46,65368,65494
250: 22840,7480,3168,65042,68,110,46,65370,65488
251: 22880,7544,3240,65039,57,60,53,65365,65491
252: 22836,7556,3160,65049,61,86,53,65367,65493
253: 22960,7508,3192,65037,64,83,53,65369,65491
254: 22976,7396,3368,65045,62,95,52,65366,65494
255: 22916,7496,3216,65031,51,72,48,65372,65492
256: 22908,7472,3176,65058,74,117,54,65372,65486
257: 22852,7596,3036,65039,71,66,48,65368,65490
258: 22856,7456,3120,65039,87,93,49,65371,65495
259: 22864,7356,3228,65051,88,113,49,65361,65499
260: 22876,7532,3120,65030,68,87,47,65367,65497
261: 22952,7552,3252,65020,94,85,52,65368,65490
262: 22844,7388,3020,65051,65,73,50,65364,65490
263: 22860,7500,3072,65055,55,106,51,65363,65497
264: 23004,7452,3108,65052,67,96,47,65367,65493
265: 22932,7468,3184,65037,80,102,52,65366,65496
266: 22908,7420,2912,65029,78,93,49,65369,65489
267: 22920,7532,3064,65038,79,104,50,65368,65492
268: 22872,7508,3104,65046,73,79,44,65366,65492
269: 22840,7460,3352,65034,59,89,48,65366,65496
270: 22804,7476,3072,65053,62,86,47,65369,65495
271: 22872,7332,3188,65039,60,75,51,65371,65495
272: 22932,7472,3076,65039,57,82,50,65366,65496
273: 22944,7492,3188,65055,65,85,51,65369,65489
274: 22876,7456,3168,65026,72,74,46,65366,65494
275: 22904,7504,3180,65018,59,93,48,65368,65490
276: 22896,7552,3132,65046,78,82,46,65368,65488
277: 22916,7444,3000,65029,90,100,49,65369,65491
278: 22932,7572,3128,65038,69,86,47,65371,65493
279: 22876,7468,3256,65068,60,77,53,65367,65495
280: 22788,7496,3260,65022,49,95,52,65368,65490
281: 22932,7420,3140,65039,78,97,54,65366,65490
282: 22884,7528,3200,65041,73,80,49,65363,65489
283: 22860,7508,3116,65062,91,97,54,65364,65488
284: 22928,7420,3124,65044,56,78,50,65366,65494
285: 22932,7496,3076,65047,41,71,50,65368,65496
286: 22916,7528,3208,65035,47,95,51,65367,65495
287: 22876,7520,3360,65054,68,108,53,65367,65493
288: 22856,7500,3236,65035,79,88,53,65365,65489
289: 22900,7520,3216,65022,57,82,47,65367,65491
290: 22940,7480,3244,65027,67,93,47,65363,65491
291: 22976,7480,3024,65056,73,106,51,65359,65497
292: 22864,7532,3212,65046,64,117,54,65370,65488
293: 22952,7492,3104,65037,58,102,54,65364,65494
294: 23084,7440,3088,65034,46,84,54,65368,65490
295: 22864,7460,3192,65067,77,86,52,65366,65490
296: 22808,7420,3256,65036,67,86,42,65370,65492
297: 22816,7412,3036,65030,89,103,50,65364,65490
298: 22892,7412,3208,65033,82,72,53,65367,65493
299: 22864,7512,3100,65045,76,68,47,65363,65495
300: 22984,7596,3180,65046,52,98,50,65366,65494
301: 22904,7584,3236,65038,83,75,46,65368,65490
302: 22812,7396,3204,65052,73,119,50,65374,65494
303: 22856,7452,3224,65066,89,93,53,65365,65497
304: 22832,7468,3132,65051,69,80,53,65367,65491
305: 22796,7528,3180,65054,62,85,50,65362,65494
306: 23080,7444,3264,65038,67,99,47,65363,65491
307: 22932,7508,3272,65040,79,96,52,65364,65490
308: 22808,7564,3184,65053,91,88,49,65369,65489
309: 22828,7480,3188,65033,70,83,53,65371,65495
310: 22968,7448,3148,65032,91,89,47,65373,65491
311: 22804,7500,3052,65040,78,97,50,65364,65490
312: 22932,7404,3068,65043,45,82,49,65365,65491
313: 22864,7468,3288,65041,59,69,48,65364,65490
314: 22860,7456,3180,65033,68,73,51,65363,65493
315: 23012,7420,3216,65050,51,94,49,65371,65491
316: 22820,7472,3092,65059,66,112,50,65372,65490
317: 22972,7416,3072,65056,92,113,50,65366,65490
318: 22900,7440,3200,65030,58,94,48,65370,65492
319: 22820,7548,3220,65038,69,95,50,65372,65490
320: 22816,7512,3108,65061,59,91,49,65367,65493
321: 22928,7492,3112,65020,78,76,48,65364,65490
322: 22852,7500,3232,65038,65,77,49,65365,65493
323: 22828,7456,3128,65036,72,100,45,65367,65491
324: 22900,7468,3108,65045,95,114,48,65366,65492
325: 23008,7412,3308,65032,76,106,46,65366,65496
326: 22872,7484,3152,65034,59,95,51,65369,65491
327: 22808,7480,3280,65020,75,102,52,65370,65488
328: 22900,7432,3160,65042,54,84,54,65368,65494
329: 22968,7508,3060,65033,47,57,47,65367,65489
330: 22884,7480,3076,65022,79,84,49,65371,65491
331: 22972,7412,3268,65045,74,84,48,65370,65492
332: 22792,7468,3132,65035,95,96,53,65365,65491
333: 22920,7440,3120,65040,78,96,50,65366,65494
334: 22836,7424,3116,65045,93,74,49,65363,65491
335: 22924,7464,3184,65034,88,97,50,65372,65490
336: 22856,7508,3252,65051,91,94,47,65361,65493
337: 22860,7540,3216,65055,82,111,52,65364,65490
338: 22904,7496,3196,65060,62,106,50,65366,65490
339: 22980,7452,3192,65047,85,82,53,65369,65493
340: 22924,7376,3132,65062,81,114,46,65364,65492
341: 22880,7416,3224,65056,75,94,49,65367,65491
342: 22848,7444,3252,65038,81,92,54,65360,65494
343: 22940,7456,3036,65034,67,85,47,65367,65493
344: 22932,7476,3168,65028,62,97,48,65366,65492
345: 22924,7420,3160,65024,69,71,50,65368,65494
346: 22888,7528,3212,65036,63,117,51,65365,65493
347: 22864,7528,3160,65040,83,68,46,65370,65498
348: 23016,7404,3236,65024,60,74,50,65364,65496
349: 22916,7556,3120,65040,38,80,54,65368,65492
350: 22864,7456,3092,65047,75,96,50,65368,65490
351: 22896,7504,3084,65051,73,89,53,65363,65493
352: 22884,7464,3252,65032,84,81,53,65369,65495
353: 22848,7552,3028,65045,47,104,48,65364,65488
354: 22844,7460,3160,65035,77,93,51,65367,65489
355: 22840,7504,3080,65039,64,82,49,65365,65495
356: 22808,7468,3100,65047,65,77,49,65369,65493
357: 22892,7520,3360,65040,79,98,52,65370,65490
358: 22956,7428,3184,65036,77,86,45,65365,65489
359: 22824,7544,3104,65019,93,95,51,65367,65489
360: 22944,7492,3216,65030,59,87,45,65369,65491
361: 22808,7452,3092,65044,68,68,56,65366,65496
362: 22844,7520,3248,65029,71,78,46,65372,65494
363: 22924,7444,3116,65038,70,82,47,65367,65491
364: 22896,7436,3280,65047,85,102,47,65371,65491
365: 22856,7496,3172,65044,60,78,52,65368,65492
366: 22944,7492,3268,65047,73,55,49,65373,65489
367: 22780,7456,3208,65014,57,102,49,65361,65491
368: 22852,7472,3112,65046,99,107,52,65366,65488
369: 22836,7488,3224,65034,72,81,49,65367,65491
370: 22932,7520,3304,65013,84,98,54,65368,65496
371: 22952,7480,3112,65046,73,88,51,65369,65493
372: 22924,7464,3036,65039,86,83,48,65368,65492
373: 22772,7468,3332,65029,71,83,52,65366,65496
374: 22868,7480,3100,65034,75,89,51,65365,65489
375: 22932,7532,3096,65048,80,84,50,65362,65494
376: 22996,7444,2988,65043,85,97,48,65366,65492
377: 22864,7472,3324,65047,76,90,50,65370,65486
378: 22852,7464,3180,65031,50,73,48,65366,65490
379: 22792,7412,3264,65045,68,69,53,65363,65489
380: 22924,7488,3152,65038,56,93,49,65369,65491
381: 22916,7496,3248,65031,87,96,47,65367,65491
382: 22916,7324,3168,65044,71,99,54,65366,65488
383: 22844,7476,3184,65047,80,103,53,65369,65487
384: 22816,7432,3152,65046,81,91,52,65362,65492
385: 22776,7420,3116,65041,83,89,55,65369,65491
386: 22896,7456,3136,65037,76,79,51,65365,65493
387: 22960,7504,3216,65048,82,91,46,65368,65492
388: 22892,7500,3184,65031,65,79,48,65368,65492
389: 22856,7388,3120,65035,56,82,53,65373,65493
390: 22896,7500,3204,65042,50,97,51,65369,65493
391: 22916,7476,3000,65032,66,78,51,65365,65489
392: 22900,7488,3088,65041,80,94,50,65370,65492
393: 22912,7412,3256,65029,58,101,51,65365,65493
394: 22944,7524,3120,65039,46,76,46,65370,65488
395: 22932,7496,3100,65033,48,77,49,65363,65491
396: 22880,7560,3160,65052,69,78,48,65366,65490
397: 22976,7548,3084,65058,67,104,48,65368,65496
398: 22912,7464,3036,65037,58,82,47,65365,65493
399: 22952,7484,3060,65049,63,85,43,65369,65493
400: 22928,7332,3040,65036,79,99,48,65372,65490
401: 22908,7496,3180,65051,85,78,48,65366,65490
402: 22836,7532,3144,65049,74,97,49,65365,65495
403: 22896,7548,3192,65056,70,70,53,65367,65491
404: 22848,7432,3140,65033,58,90,47,65369,65491
405: 22876,7420,3332,65055,68,101,49,65365,65489
406: 22812,7404,3268,65066,52,99,50,65364,65492
407: 22892,7400,3092,65024,68,77,50,65368,65494
408: 22864,7584,3144,65051,73,100,48,65366,65490
409: 22864,7508,3268,65036,63,90,50,65368,65490
410: 22956,7452,3172,65042,54,88,50,65368,65496
411: 22872,7468,3196,65036,76,76,52,65366,65494
412: 22868,7524,3180,65029,52,84,45,65367,65493
413: 22824,7580,3240,65031,62,116,55,65361,65487
414: 22848,7520,3236,65047,67,101,52,65370,65490
415: 22820,7568,3172,65049,69,82,51,65369,65487
416: 22916,7592,3132,65014,50,76,49,65369,65497
417: 22892,7504,2916,65025,68,90,54,65366,65498
418: 22892,7512,3180,65040,95,119,50,65370,65498
419: 22884,7488,3252,65038,67,109,51,65365,65493
420: 22816,7464,3084,65037,73,80,49,65371,65491
421: 22924,7500,3164,65038,52,82,47,65365,65487
422: 22828,7404,3236,65035,47,74,51,65365,65493
423: 22884,7536,3204,65040,64,100,51,65369,65491
424: 22928,7464,2944,65033,70,73,54,65370,65492
425: 22980,7560,3344,65038,75,91,53,65369,65493
426: 22848,7476,3164,65043,74,116,49,65371,65493
427: 22880,7408,3236,65019,62,80,44,65364,65494
428: 22920,7472,3136,65053,73,69,49,65369,65493
429: 22828,7468,3100,65034,65,117,54,65370,65492
430: 22968,7480,3040,65052,62,102,50,65368,65496
431: 22912,7448,3256,65023,43,105,49,65365,65493
432: 22888,7512,3256,65030,59,87,50,65366,65496
433: 22856,7504,3168,65058,67,89,47,65365,65491
434: 22884,7352,3160,65010,83,92,51,65369,65495
435: 22896,7480,2960,65043,52,110,52,65366,65490
436: 22784,7544,3208,65019,81,106,51,65365,65495
437: 22752,7572,3144,65072,73,113,51,65369,65495
438: 22980,7536,3092,65013,49,51,48,65368,65490
439: 22952,7544,3228,65041,40,106,49,65367,65493
440: 22884,7520,3196,65032,50,120,49,65371,65489
441: 22836,7484,3164,65037,79,84,52,65368,65486
442: 22912,7480,3064,65012,52,61,54,65364,65494
443: 22876,7520,3044,65039,72,88,54,65372,65488
444: 22920,7456,3164,65088,74,115,53,65369,65491
445: 22796,7472,3144,65020,60,46,48,65370,65492
446: 22888,7420,3116,65026,20,58,42,65370,65496
447: 22768,7460,3140,65037,94,97,50,65368,65484
448: 22920,7404,3268,65060,97,131,50,65366,65492
449: 22964,7532,3308,65024,82,74,48,65364,65492
450: 22868,7440,3096,65021,55,56,50,65368,65498
451: 22880,7528,3272,65047,92,96,49,65369,65491
452: 22948,7524,3128,65058,75,98,49,65367,65491
453: 22820,7552,3164,64997,77,80,50,65368,65496
454: 22876,7532,3180,65041,66,72,53,65365,65493
455: 22940,7524,3076,65044,72,103,47,65371,65491
456: 22900,7364,3184,65047,75,93,51,65365,65491
457: 22796,7568,3132,65041,65,93,48,65370,65494
458: 22860,7516,3184,65010,60,83,52,65362,65494
459: 22908,7436,3180,65046,49,98,50,65368,65494
460: 22848,7536,3320,65046,69,124,54,65360,65492
461: 22888,7420,3216,65022,82,80,54,65366,65490
462: 22912,7524,3188,65057,76,72,53,65369,65489
463: 22956,7472,3172,65046,69,98,48,65362,65488
464: 22880,7468,3260,65062,73,104,50,65364,65492
465: 22880,7504,3096,65017,56,70,43,65365,65491
466: 23000,7448,3132,65032,64,84,49,65369,65489
467: 22892,7464,3044,65050,29,92,49,65367,65489
468: 22876,7488,3172,65058,77,121,48,65362,65490
469: 23020,7456,3156,65031,71,60,52,65370,65496
470: 22932,7520,3144,65052,65,113,52,65366,65494
471: 22860,7436,2968,65050,79,82,48,65362,65494
472: 22864,7464,3136,65042,69,100,54,65370,65496
473: 22900,7504,3168,65035,77,81,52,65368,65490
474: 22964,7556,3096,65023,71,70,47,65369,65489
475: 22836,7432,3156,65060,78,109,48,65366,65492
476: 22876,7516,3144,65054,74,85,51,65361,65491
477: 22932,7532,3100,65029,50,89,45,65369,65487
478: 22884,7556,3144,65033,87,95,50,65364,65492
479: 22956,7480,3100,65039,86,112,45,65365,65491
480: 22828,7412,3188,65040,64,84,49,65367,65493
481: 22924,7492,3280,65043,82,94,56,65368,65492
482: 22892,7392,3152,65034,62,81,53,65369,65493
483: 22836,7428,3044,65039,87,97,47,65369,65495
484: 22880,7432,3252,65030,103,75,48,65364,65494
485: 22896,7452,3168,65028,64,84,52,65366,65494
486: 23000,7552,3204,65044,85,91,52,65366,65486
487: 22956,7444,3276,65049,90,85,52,65364,65490
488: 22820,7424,3264,65044,66,84,55,65369,65495
489: 22856,7604,3148,65034,59,79,53,65369,65495
490: 22876,7536,3216,65065,68,89,49,65365,65491
491: 22916,7412,3096,65037,66,100,51,65365,65491
492: 22992,7496,3252,65054,82,88,47,65369,65493
493: 22848,7588,3172,65046,60,88,51,65365,65491
494: 22856,7468,3220,65043,68,95,51,65361,65493
495: 22924,7516,3112,65049,68,81,55,65367,65489
496: 22780,7444,3052,65040,50,93,49,65369,65493
497: 22784,7548,3020,65040,48,100,50,65366,65494
498: 22780,7556,3256,65036,76,87,48,65368,65490
499: 22892,7488,3044,65043,85,85,52,65366,65492
